epoch,step,test_mse_loss,test_psnr,test_snr,test_ssim,train_lr,train_mean_grad_norm,train_mse_loss,val_mse_loss,val_psnr,val_snr,val_ssim
0,49,,,,,9.999999747378752e-05,0.005315001122653484,0.24928486347198486,,,,
0,99,,,,,9.999999747378752e-05,0.008615451864898205,0.07040386646986008,,,,
0,149,,,,,9.999999747378752e-05,0.0007553093018941581,0.03840947896242142,,,,
0,199,,,,,9.999999747378752e-05,0.008900966495275497,0.029213828966021538,,,,
0,249,,,,,9.999999747378752e-05,0.001302120042964816,0.2293364554643631,,,,
0,299,,,,,9.999999747378752e-05,0.003324249992147088,0.03751504048705101,,,,
0,349,,,,,9.999999747378752e-05,0.0038718522991985083,0.09361899644136429,,,,
0,399,,,,,9.999999747378752e-05,0.0008850937010720372,0.016659216955304146,,,,
0,449,,,,,9.999999747378752e-05,0.0009770180331543088,0.01709483005106449,,,,
0,499,,,,,9.999999747378752e-05,0.0012311632744967937,0.029733406379818916,,,,
0,549,,,,,9.999999747378752e-05,0.00039654108695685863,0.015325762331485748,,,,
0,599,,,,,9.999999747378752e-05,0.001159520703367889,0.018273282796144485,,,,
0,649,,,,,9.999999747378752e-05,0.0014479393139481544,0.008353624492883682,,,,
0,699,,,,,9.999999747378752e-05,0.0003640461654867977,0.09069501608610153,,,,
0,749,,,,,9.999999747378752e-05,0.0008561632130295038,0.0020766095258295536,,,,
0,799,,,,,9.999999747378752e-05,0.00042974570533260703,0.03931635245680809,,,,
0,799,,,,,,,,0.025545375421643257,22.682714462280273,12.379843711853027,0.6051763892173767
1,849,,,,,7.000000186963007e-05,0.0005998649867251515,0.016471995040774345,,,,
1,899,,,,,7.000000186963007e-05,0.00043762498535215855,0.053724505007267,,,,
1,949,,,,,7.000000186963007e-05,0.00030494402744807303,0.01082170382142067,,,,
1,999,,,,,7.000000186963007e-05,0.00315743125975132,0.047971200197935104,,,,
1,1049,,,,,7.000000186963007e-05,0.0008095909142866731,0.016806501895189285,,,,
1,1099,,,,,7.000000186963007e-05,0.0006563654751516879,0.011588453315198421,,,,
1,1149,,,,,7.000000186963007e-05,0.000569819298107177,0.01730765961110592,,,,
1,1199,,,,,7.000000186963007e-05,0.00030290515860542655,0.008336872793734074,,,,
1,1249,,,,,7.000000186963007e-05,0.0007077194168232381,0.0244063138961792,,,,
1,1299,,,,,7.000000186963007e-05,0.0010079023195430636,0.07850541919469833,,,,
1,1349,,,,,7.000000186963007e-05,0.0011545531451702118,0.020766984671354294,,,,
1,1399,,,,,7.000000186963007e-05,0.0006486799102276564,0.03289239853620529,,,,
1,1449,,,,,7.000000186963007e-05,0.0003328185703139752,0.02714863233268261,,,,
1,1499,,,,,7.000000186963007e-05,0.0007003991631790996,0.012684101238846779,,,,
1,1549,,,,,7.000000186963007e-05,0.000434320216299966,0.027739375829696655,,,,
1,1599,,,,,7.000000186963007e-05,0.0006607364630326629,0.012960489839315414,,,,
1,1599,,,,,,,,0.02276724763214588,23.258787155151367,13.143310546875,0.6347347497940063
2,1649,,,,,4.8999998398358e-05,0.0006697613862343132,0.04803725332021713,,,,
2,1699,,,,,4.8999998398358e-05,0.00044205543235875666,0.01266387477517128,,,,
2,1749,,,,,4.8999998398358e-05,0.0003486958739813417,0.019241543486714363,,,,
2,1799,,,,,4.8999998398358e-05,0.0004228627367410809,0.041103966534137726,,,,
2,1849,,,,,4.8999998398358e-05,0.0002881082473322749,0.014918961562216282,,,,
2,1899,,,,,4.8999998398358e-05,0.00032853902666829526,0.026653317734599113,,,,
2,1949,,,,,4.8999998398358e-05,0.0006168396794237196,0.005737031809985638,,,,
2,1999,,,,,4.8999998398358e-05,0.00033067999174818397,0.004557580687105656,,,,
2,2049,,,,,4.8999998398358e-05,0.0016459205653518438,0.01141905877739191,,,,
2,2099,,,,,4.8999998398358e-05,0.0007569316076114774,0.012752489186823368,,,,
2,2149,,,,,4.8999998398358e-05,0.0006644857348874211,0.00866879615932703,,,,
2,2199,,,,,4.8999998398358e-05,0.0013466854579746723,0.043057456612586975,,,,
2,2249,,,,,4.8999998398358e-05,0.0004875928279943764,0.02584884688258171,,,,
2,2299,,,,,4.8999998398358e-05,0.0007399466121569276,0.008368992246687412,,,,
2,2349,,,,,4.8999998398358e-05,0.00046331758494488895,0.017665252089500427,,,,
2,2399,,,,,4.8999998398358e-05,0.0006221908843144774,0.015650276094675064,,,,
2,2399,,,,,,,,0.017648665234446526,24.431509017944336,14.471822738647461,0.6731685400009155
3,2449,,,,,3.429999924264848e-05,0.000278764491667971,0.00663762679323554,,,,
3,2499,,,,,3.429999924264848e-05,0.0002762590302154422,0.046553466469049454,,,,
3,2549,,,,,3.429999924264848e-05,0.00028404826298356056,0.011112518608570099,,,,
3,2599,,,,,3.429999924264848e-05,0.0003178332408424467,0.015457439236342907,,,,
3,2649,,,,,3.429999924264848e-05,0.0003310440224595368,0.0020651454105973244,,,,
3,2699,,,,,3.429999924264848e-05,0.00020216044504195452,0.005348008591681719,,,,
3,2749,,,,,3.429999924264848e-05,0.00016762741142883897,0.005748429801315069,,,,
3,2799,,,,,3.429999924264848e-05,0.0008943796274252236,0.013498596847057343,,,,
3,2849,,,,,3.429999924264848e-05,0.0001556536153657362,0.004291960503906012,,,,
3,2899,,,,,3.429999924264848e-05,0.00025037291925400496,0.04520896077156067,,,,
3,2949,,,,,3.429999924264848e-05,0.0003714598133228719,0.020581550896167755,,,,
3,2999,,,,,3.429999924264848e-05,0.0005024639540351927,0.018256355077028275,,,,
3,3049,,,,,3.429999924264848e-05,0.0003189374983776361,0.04741283506155014,,,,
3,3099,,,,,3.429999924264848e-05,0.0007953945896588266,0.018115347251296043,,,,
3,3149,,,,,3.429999924264848e-05,0.0007871396373957396,0.015223897993564606,,,,
3,3199,,,,,3.429999924264848e-05,0.00020863366080448031,0.00693069351837039,,,,
3,3199,,,,,,,,0.01717248558998108,24.585390090942383,14.744839668273926,0.6804913878440857
4,3249,,,,,2.400999983365182e-05,0.0001500760408816859,0.0020045170094817877,,,,
4,3299,,,,,2.400999983365182e-05,0.00012519095616880804,0.004394217394292355,,,,
4,3349,,,,,2.400999983365182e-05,0.0002888645394705236,0.009886344894766808,,,,
4,3399,,,,,2.400999983365182e-05,0.00020228097855579108,0.016977695748209953,,,,
4,3449,,,,,2.400999983365182e-05,0.00016586923447903246,0.02155403234064579,,,,
4,3499,,,,,2.400999983365182e-05,0.00027324422262609005,0.02180047146975994,,,,
4,3549,,,,,2.400999983365182e-05,0.00031146404216997325,0.03355176001787186,,,,
4,3599,,,,,2.400999983365182e-05,0.00011569359776331112,0.010245255194604397,,,,
4,3649,,,,,2.400999983365182e-05,0.000453721615485847,0.03914734348654747,,,,
4,3699,,,,,2.400999983365182e-05,0.00012958588195033371,0.014346892945468426,,,,
4,3749,,,,,2.400999983365182e-05,0.0003742660628631711,0.010403796099126339,,,,
4,3799,,,,,2.400999983365182e-05,0.0003271621244493872,0.011027161963284016,,,,
4,3849,,,,,2.400999983365182e-05,0.0002147270570276305,0.01336160209029913,,,,
4,3899,,,,,2.400999983365182e-05,0.0002170837251469493,0.009745534509420395,,,,
4,3949,,,,,2.400999983365182e-05,0.0004613718774635345,0.004360965918749571,,,,
4,3999,,,,,2.400999983365182e-05,0.0002881706168409437,0.020396918058395386,,,,
4,3999,,,,,,,,0.01699804700911045,24.623191833496094,14.686727523803711,0.6849774122238159
5,4049,,,,,1.6807000065455213e-05,0.0003529571695253253,0.06792093813419342,,,,
5,4099,,,,,1.6807000065455213e-05,0.00013380637392401695,0.022858547046780586,,,,
5,4149,,,,,1.6807000065455213e-05,0.0001068756464519538,0.011968933045864105,,,,
5,4199,,,,,1.6807000065455213e-05,0.00029536939109675586,0.0050752898678183556,,,,
5,4249,,,,,1.6807000065455213e-05,0.00012832741776946932,0.02576698549091816,,,,
5,4299,,,,,1.6807000065455213e-05,0.00014105801528785378,0.01594858057796955,,,,
5,4349,,,,,1.6807000065455213e-05,0.00020852830493822694,0.03619293496012688,,,,
5,4399,,,,,1.6807000065455213e-05,0.00013247370952740312,0.0073024807497859,,,,
5,4449,,,,,1.6807000065455213e-05,0.0002304640511283651,0.006026349496096373,,,,
5,4499,,,,,1.6807000065455213e-05,0.0002705395163502544,0.0055669196881353855,,,,
5,4549,,,,,1.6807000065455213e-05,0.00023213196254801005,0.013015491887927055,,,,
5,4599,,,,,1.6807000065455213e-05,0.0001571325265103951,0.016923196613788605,,,,
5,4649,,,,,1.6807000065455213e-05,0.00019386560597922653,0.011389111168682575,,,,
5,4699,,,,,1.6807000065455213e-05,0.00019703681755345315,0.004084733314812183,,,,
5,4749,,,,,1.6807000065455213e-05,0.00012712318857666105,0.04204331338405609,,,,
5,4799,,,,,1.6807000065455213e-05,0.00022175566118676215,0.00745644886046648,,,,
5,4799,,,,,,,,0.01668095774948597,24.756608963012695,15.090872764587402,0.6877119541168213
6,4849,,,,,1.1764899682020769e-05,0.0002707306412048638,0.011656814254820347,,,,
6,4899,,,,,1.1764899682020769e-05,0.0001326031342614442,0.03436488285660744,,,,
6,4949,,,,,1.1764899682020769e-05,0.00014853769971523434,0.003185595851391554,,,,
6,4999,,,,,1.1764899682020769e-05,0.00033282642834819853,0.011514334008097649,,,,
6,5049,,,,,1.1764899682020769e-05,0.00022859357704874128,0.020319877192378044,,,,
6,5099,,,,,1.1764899682020769e-05,0.0003047121281269938,0.03428681939840317,,,,
6,5149,,,,,1.1764899682020769e-05,0.0003763380809687078,0.024309484288096428,,,,
6,5199,,,,,1.1764899682020769e-05,0.0001442979119019583,0.06136284023523331,,,,
6,5249,,,,,1.1764899682020769e-05,0.00012362336565274745,0.03818342089653015,,,,
6,5299,,,,,1.1764899682020769e-05,0.00046989074326120317,0.0041336663998663425,,,,
6,5349,,,,,1.1764899682020769e-05,0.00038185028824955225,0.04423677921295166,,,,
6,5399,,,,,1.1764899682020769e-05,0.00012722110841423273,0.013489462435245514,,,,
6,5449,,,,,1.1764899682020769e-05,0.00014769741392228752,0.03143174573779106,,,,
6,5499,,,,,1.1764899682020769e-05,0.00026186552713625133,0.024870604276657104,,,,
6,5549,,,,,1.1764899682020769e-05,0.00013634069182444364,0.005721549969166517,,,,
6,5599,,,,,1.1764899682020769e-05,0.0004730213258881122,0.011629372835159302,,,,
6,5599,,,,,,,,0.01651502214372158,24.80575180053711,15.090323448181152,0.689827561378479
7,5649,,,,,8.235429959313478e-06,0.00017660220328252763,0.04623625800013542,,,,
7,5699,,,,,8.235429959313478e-06,0.00019910345145035535,0.01580987498164177,,,,
7,5749,,,,,8.235429959313478e-06,0.00018344233103562146,0.00858403742313385,,,,
7,5799,,,,,8.235429959313478e-06,0.00010968736023642123,0.01073635183274746,,,,
7,5849,,,,,8.235429959313478e-06,0.00010786067286971956,0.02104981802403927,,,,
7,5899,,,,,8.235429959313478e-06,0.00017856895283330232,0.010388671420514584,,,,
7,5949,,,,,8.235429959313478e-06,0.00019690417684614658,0.01421276479959488,,,,
7,5999,,,,,8.235429959313478e-06,9.585565567249432e-05,0.06847163289785385,,,,
7,6049,,,,,8.235429959313478e-06,0.0003769506001845002,0.02424662932753563,,,,
7,6099,,,,,8.235429959313478e-06,8.323451766045764e-05,0.028505273163318634,,,,
7,6149,,,,,8.235429959313478e-06,0.00028623209800571203,0.010006583295762539,,,,
7,6199,,,,,8.235429959313478e-06,0.0003343727148603648,0.004038230516016483,,,,
7,6249,,,,,8.235429959313478e-06,0.00021131199900992215,0.009306901134550571,,,,
7,6299,,,,,8.235429959313478e-06,0.0003009068896062672,0.010046320967376232,,,,
7,6349,,,,,8.235429959313478e-06,0.0001599518145667389,0.03332025930285454,,,,
7,6399,,,,,8.235429959313478e-06,0.00020919677626807243,0.00421544024720788,,,,
7,6399,,,,,,,,0.016318919137120247,24.87741470336914,15.255701065063477,0.6926705241203308
8,6449,,,,,5.7648007896204945e-06,7.668830221518874e-05,0.011744423769414425,,,,
8,6499,,,,,5.7648007896204945e-06,0.0001849364343797788,0.013160968199372292,,,,
8,6549,,,,,5.7648007896204945e-06,0.0001861355995060876,0.0074644614942371845,,,,
8,6599,,,,,5.7648007896204945e-06,0.00038541070534847677,0.011047772131860256,,,,
8,6649,,,,,5.7648007896204945e-06,0.00024259471683762968,0.011700051836669445,,,,
8,6699,,,,,5.7648007896204945e-06,0.00017455470515415072,0.007783825509250164,,,,
8,6749,,,,,5.7648007896204945e-06,0.0001234849914908409,0.006810959428548813,,,,
8,6799,,,,,5.7648007896204945e-06,0.00017845351248979568,0.007318614516407251,,,,
8,6849,,,,,5.7648007896204945e-06,0.0003940289607271552,0.006051300093531609,,,,
8,6899,,,,,5.7648007896204945e-06,0.00015956308925524354,0.01697472110390663,,,,
8,6949,,,,,5.7648007896204945e-06,0.000530029705259949,0.0027307949494570494,,,,
8,6999,,,,,5.7648007896204945e-06,0.0003312254848424345,0.032258182764053345,,,,
8,7049,,,,,5.7648007896204945e-06,0.0002780016220640391,0.010340211912989616,,,,
8,7099,,,,,5.7648007896204945e-06,0.0003104184288531542,0.022250279784202576,,,,
8,7149,,,,,5.7648007896204945e-06,0.00024573877453804016,0.026799123734235764,,,,
8,7199,,,,,5.7648007896204945e-06,0.0001580694952281192,0.01630624569952488,,,,
8,7199,,,,,,,,0.016231857240200043,24.907615661621094,15.295989036560059,0.6942307353019714
9,7249,,,,,4.035360689158551e-06,0.000152063206769526,0.011717259883880615,,,,
9,7299,,,,,4.035360689158551e-06,0.0002914715150836855,0.011032870039343834,,,,
9,7349,,,,,4.035360689158551e-06,0.00010681981075322255,0.019158773124217987,,,,
9,7399,,,,,4.035360689158551e-06,0.00026925012934952974,0.022092225030064583,,,,
9,7449,,,,,4.035360689158551e-06,0.00025585299590602517,0.019429419189691544,,,,
9,7499,,,,,4.035360689158551e-06,0.00012335664359852672,0.00678069144487381,,,,
9,7549,,,,,4.035360689158551e-06,0.00016470997070427984,0.04498901590704918,,,,
9,7599,,,,,4.035360689158551e-06,0.0002150549116777256,0.010999217629432678,,,,
9,7649,,,,,4.035360689158551e-06,0.00023997871903702617,0.01463736966252327,,,,
9,7699,,,,,4.035360689158551e-06,0.00015050527872517705,0.008195118047297001,,,,
9,7749,,,,,4.035360689158551e-06,0.0005539428093470633,0.027357058599591255,,,,
9,7799,,,,,4.035360689158551e-06,0.0002569479402154684,0.014778063632547855,,,,
9,7849,,,,,4.035360689158551e-06,0.00015728379366919398,0.018156928941607475,,,,
9,7899,,,,,4.035360689158551e-06,0.00016879454778973013,0.006857228931039572,,,,
9,7949,,,,,4.035360689158551e-06,0.00026987414457835257,0.0069872052408754826,,,,
9,7999,,,,,4.035360689158551e-06,0.00011065570288337767,0.014155600219964981,,,,
9,7999,,,,,,,,0.016187332570552826,24.923328399658203,15.331469535827637,0.6950352191925049
10,8000,0.5945791602134705,8.463493347167969,-2.472075939178467,0.01462754886597395,,,,,,,
10,8000,0.5945791602134705,8.463493347167969,-2.472075939178467,0.01462754886597395,,,,,,,
